GEOIDFQ,cat4_mom_slosh_hightide_maximum,emergency_shelters_count,FEMA_SFHA_intersect,fire_stations_count,igtn_prob_test_maximum,n10_landslide_susc_maximum,onsite_sewage_disposal_count,police_stations_count,slrxa_3pt2ft_acres,staterf_inann_mean,wastewater_plants_count,GEO_ID,NAME,B01001_001E,B25034_006E,B25034_007E,B25034_008E,B25034_009E,B25034_010E,B25034_011E,B25046_001E,B27010_017E,B27010_033E,B27010_050E,B27010_066E,B28002_013E,C16002_004E,C16002_007E,C16002_010E,C16002_013E,B09019_005E,B09019_008E,B19101_001E,C17002_002E,C17002_003E,C17002_004E,C17002_005E,C17002_006E,C17002_007E,B20005_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_020E,B01001_021E,state,county,tract,block group,GEO_ID_2,B05013_017E,B05013_018E,B05013_019E,B01001_017E,B01001_018E,B01001_019E,B01001_016E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B02001_008E,B25008_003E,GEO_ID_2.1,P5_002N,P5_003N,P5_004N,P5_005N,P5_008N,P5_009N,P5_010N
1500000US150030102051,12.0,1,1,1,0.40000000596,81.0,339,1,129.604577745,78.6000082435,2,1500000US150030102051,Block Group 1; Census Tract 102.05; Honolulu County; Hawaii,1494,43,233,94,45,82,0,988.0,0,0,27,0,18,0,0,12,7,30,96,413,33,58,19,58,15,0,,41,51,76,16,19,32,15,3,10205,1,1500000US150030102051,,,,45,5,12,109,30,34,30,17,0,6,581,9,0,103,135,9,657,401,1500000US150030102051,0,0,0,0,0,0,26
1500000US150030113003,9.0,1,1,1,0.920000016689,3.0,3,1,0.995341333488,39.619203949,1,1500000US150030113003,Block Group 3; Census Tract 113; Honolulu County; Hawaii,3690,0,517,50,33,0,11,1939.0,0,33,93,0,20,0,0,9,0,35,31,619,40,226,142,27,17,0,,147,211,344,140,7,9,15,3,11300,3,1500000US150030113003,,,,29,7,43,142,23,9,98,61,16,0,202,0,0,475,1105,2,1906,684,1500000US150030113002,0,0,0,0,0,0,0
1500000US150030003022,9.0,1,1,1,0.639999985695,66.0,2,1,52.589586927,30.3927807278,1,1500000US150030003022,Block Group 2; Census Tract 3.02; Honolulu County; Hawaii,1395,8,2,20,210,111,27,811.0,0,19,11,0,18,0,0,5,0,13,87,350,75,59,8,17,40,0,,26,20,69,35,3,5,15,3,302,2,1500000US150030003022,,,,18,29,33,37,45,15,46,41,58,72,262,0,0,702,5,0,426,243,1500000US150030003022,0,0,0,0,0,0,11
1500000US150030083011,13.0,1,1,1,0.990000009537,42.0,2,1,50.2639043392,21.883534323,1,1500000US150030083011,Block Group 1; Census Tract 83.01; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,8301,1,1500000US150030083011,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150030083013,0,0,0,0,0,0,0
1500000US150039810001,11.0,1,1,1,0.800000011921,65.0,3,1,42.7966597243,44.3358086231,1,1500000US150039810001,Block Group 1; Census Tract 9810; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,981000,1,1500000US150039810001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150039810001,0,0,0,0,0,0,8
1500000US150039811001,10.0,1,1,1,0.930000007153,81.0,1,1,88.0223410781,35.0708901152,1,1500000US150039811001,Block Group 1; Census Tract 9811; Honolulu County; Hawaii,89,0,3,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,981100,1,1500000US150039811001,,,,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,54,7,1500000US150039811001,0,0,0,0,0,131,0
1500000US150030112021,10.0,1,1,1,0.889999985695,81.0,1,1,14.664519181,32.9313020706,1,1500000US150030112021,Block Group 1; Census Tract 112.02; Honolulu County; Hawaii,1007,27,26,69,37,13,42,603.0,0,0,46,0,6,0,0,0,0,19,44,224,23,6,20,11,32,0,,44,50,29,23,17,8,15,3,11202,1,1500000US150030112021,,,,46,0,0,30,0,15,72,13,12,0,340,5,0,210,54,9,389,145,1500000US150030112022,0,0,0,0,0,0,0
1500000US150039803001,10.0,1,1,1,0.879999995232,12.0,223,1,155.58276001,21.5720771854,6,1500000US150039803001,Block Group 1; Census Tract 9803; Honolulu County; Hawaii,0,0,0,0,0,0,0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,980300,1,1500000US150039803001,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000US150039803001,0,0,0,0,0,0,4
1500000US150030086101,11.0,1,1,1,0.920000016689,22.0,6,1,94.2026622751,22.6262073517,1,1500000US150030086101,Block Group 1; Census Tract 86.10; Honolulu County; Hawaii,987,17,0,0,0,0,0,682.0,0,0,4,0,0,0,0,0,0,54,62,332,6,15,6,0,19,6,,38,0,0,5,24,33,15,3,8610,1,1500000US150030086101,,,,19,4,32,43,22,29,35,19,60,7,576,29,0,224,19,0,139,338,1500000US150030086101,0,0,0,0,0,0,0
1500000US150030005001,10.0,1,1,1,0.569999992847,1.0,2,1,5.77147999621,28.8645085229,1,1500000US150030005001,Block Group 1; Census Tract 5; Honolulu County; Hawaii,704,38,54,8,96,20,17,442.0,0,7,29,0,10,0,0,21,0,0,0,224,0,10,0,0,45,0,,0,68,12,59,9,27,15,3,500,1,1500000US150030005001,,,,37,6,0,11,10,36,18,35,0,23,180,0,0,344,0,0,180,99,1500000US150030005001,0,0,0,0,0,0,27
1500000US150030001072,11.0,1,1,1,0.810000002384,81.0,5,1,61.0803999579,33.7874554721,1,1500000US150030001072,Block Group 2; Census Tract 1.07; Honolulu County; Hawaii,1181,115,237,82,6,0,0,917.0,0,0,6,0,5,0,0,12,0,34,16,381,20,0,9,29,20,0,,41,43,15,50,9,24,15,3,107,2,1500000US150030001072,,,,33,32,11,74,10,64,46,39,24,11,322,0,0,597,0,0,262,157,1500000US150030001071,0,0,0,0,0,0,0
1500000US150030017002,11.0,1,1,1,0.579999983311,81.0,53,1,46.0946927594,22.9947296489,1,1500000US150030017002,Block Group 2; Census Tract 17; Honolulu County; Hawaii,703,21,62,327,324,21,124,527.0,0,0,10,0,0,0,0,21,0,91,128,216,38,10,10,0,31,0,,15,14,11,10,10,0,15,3,1700,2,1500000US150030017002,,,,37,34,0,30,11,56,19,38,0,10,487,0,0,83,38,0,95,260,1500000US150030017002,0,0,0,0,0,0,54
1500000US150030020062,11.0,1,1,1,0.639999985695,0.0,6,1,5.22031152146,26.0849189758,1,1500000US150030020062,Block Group 2; Census Tract 20.06; Honolulu County; Hawaii,1248,73,610,197,136,2,4,640.0,0,11,28,7,49,0,0,225,11,144,291,272,206,41,109,15,45,46,,36,85,0,0,19,36,15,3,2006,2,1500000US150030020062,,,,74,23,0,15,14,17,40,22,0,15,436,20,0,599,17,0,176,855,1500000US150030020062,0,0,0,0,0,0,0
1500000US150030024012,8.0,1,1,1,0.670000016689,0.0,1,1,3.30604173075,28.7431564331,1,1500000US150030024012,Block Group 2; Census Tract 24.01; Honolulu County; Hawaii,874,100,164,73,51,16,0,396.0,0,0,0,0,26,0,0,25,0,57,42,188,17,20,18,0,202,0,,33,8,0,26,0,23,15,3,2401,2,1500000US150030024012,,,,31,0,0,13,25,23,0,0,0,17,202,28,8,209,114,134,179,773,1500000US150030024011,0,0,0,0,0,0,0
1500000US150030026004,4.0,1,0,1,0.649999976158,0.0,1,1,,31.1470403671,1,1500000US150030026004,Block Group 4; Census Tract 26; Honolulu County; Hawaii,1367,18,110,142,56,74,9,659.0,0,36,14,0,80,0,0,177,0,104,78,239,88,190,12,30,296,10,,0,0,56,0,28,10,15,3,2600,4,1500000US150030026004,,,,21,23,0,51,13,29,16,22,10,13,178,0,0,493,402,0,294,1279,1500000US150030026004,0,0,0,0,25,0,4
1500000US150030052002,10.0,1,1,1,0.910000026226,7.0,1,1,0.606745162111,29.691904068,1,1500000US150030052002,Block Group 2; Census Tract 52; Honolulu County; Hawaii,1923,485,220,92,14,5,38,541.0,0,3,11,0,282,0,0,407,0,129,307,473,187,456,141,226,134,26,,0,55,32,21,28,16,15,3,5200,2,1500000US150030052002,,,,35,8,100,73,32,64,99,13,59,97,149,99,0,1441,95,31,108,1751,1500000US150030052001,0,0,0,0,0,0,12
1500000US150030060003,12.0,1,1,1,0.910000026226,30.0,17,1,3.36329519571,32.7633152008,1,1500000US150030060003,Block Group 3; Census Tract 60; Honolulu County; Hawaii,1711,0,36,137,157,70,19,632.0,24,50,20,19,33,0,0,59,0,0,10,361,24,90,0,0,131,0,,18,30,74,19,17,11,15,3,6000,3,1500000US150030060003,,,,102,19,8,42,59,29,11,10,11,0,62,0,0,1175,282,0,192,1231,1500000US150030060003,0,0,0,0,0,0,7
1500000US150030057002,12.0,1,0,1,0.910000026226,0.0,12,1,5.10176371726,32.6419210434,1,1500000US150030057002,Block Group 2; Census Tract 57; Honolulu County; Hawaii,1005,0,25,259,82,9,13,285.0,0,0,48,0,108,0,0,96,11,132,77,144,33,188,0,174,65,51,,80,42,0,0,0,0,15,3,5700,2,1500000US150030057002,,,,13,22,42,11,11,27,0,21,9,0,59,0,0,468,384,0,94,984,1500000US150030057002,0,0,0,0,0,0,28
1500000US150030018031,9.0,1,1,1,,0.0,1,1,0.854093367883,,1,1500000US150030018031,Block Group 1; Census Tract 18.03; Honolulu County; Hawaii,765,98,311,195,97,29,0,417.0,0,8,40,0,18,0,0,24,0,182,90,145,86,34,11,0,56,0,,0,0,43,0,0,14,15,3,1803,1,1500000US150030018031,,,,11,0,12,6,9,16,18,17,9,0,272,16,0,80,86,0,311,530,1500000US150030018032,0,0,0,0,0,0,0
1500000US150030020031,8.0,1,1,1,,0.0,3,1,0.899402662026,25.9234472911,1,1500000US150030020031,Block Group 1; Census Tract 20.03; Honolulu County; Hawaii,904,61,606,306,23,0,0,505.0,0,74,20,0,45,0,23,107,0,174,218,93,32,92,88,19,25,0,,0,0,0,0,14,0,15,3,2003,1,1500000US150030020031,,,,31,5,0,46,0,18,55,11,19,0,443,5,0,343,0,2,111,565,1500000US150030020032,0,0,0,0,0,0,0
1500000US150030020041,7.0,1,1,1,,0.0,1,1,0.737996806455,26.0760974884,1,1500000US150030020041,Block Group 1; Census Tract 20.04; Honolulu County; Hawaii,489,14,307,137,26,0,0,265.0,6,7,17,0,8,0,6,57,0,161,33,113,31,26,0,9,2,6,,0,0,11,16,0,40,15,3,2004,1,1500000US150030020041,,,,22,8,8,29,2,0,7,2,0,3,138,22,0,260,18,0,51,225,1500000US150030020042,0,0,0,0,0,0,0
1500000US150030019011,11.0,1,1,1,0.660000026226,0.0,28,1,87.9851474624,25.1010868436,1,1500000US150030019011,Block Group 1; Census Tract 19.01; Honolulu County; Hawaii,482,68,336,1148,53,0,0,207.0,0,0,0,0,29,0,0,19,0,81,29,158,29,7,59,0,0,0,,0,2,0,0,0,0,15,3,1901,1,1500000US150030019011,,,,21,23,13,1,0,12,38,0,0,23,259,0,0,161,0,0,62,148,1500000US150030019011,0,0,0,0,0,0,11
1500000US150030020052,11.0,1,1,1,0.639999985695,0.0,1,1,5.77604444018,27.0022506714,1,1500000US150030020052,Block Group 2; Census Tract 20.05; Honolulu County; Hawaii,812,38,482,99,32,25,37,252.0,0,0,0,0,158,21,0,23,0,155,230,123,41,40,0,0,28,69,,20,6,56,0,0,18,15,3,2005,2,1500000US150030020052,,,,10,9,60,19,0,8,9,42,0,145,475,0,0,235,19,18,65,583,1500000US150030020052,0,0,0,0,0,0,0
1500000US150039814001,13.0,1,1,1,0.930000007153,0.0,40,1,88.4699145796,26.1995807276,1,1500000US150039814001,Block Group 1; Census Tract 9814; Honolulu County; Hawaii,27,8,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,,0,0,0,0,0,0,15,3,981400,1,1500000US150039814001,,,,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,16,27,1500000US150039814001,0,0,0,0,0,0,4
1500000US150030026003,4.0,1,0,1,0.680000007153,0.0,6,1,,31.9543471336,1,1500000US150030026003,Block Group 3; Census Tract 26; Honolulu County; Hawaii,744,46,33,123,32,15,48,304.0,0,0,12,0,14,0,0,21,0,130,48,137,80,140,29,31,31,0,,0,0,5,10,11,9,15,3,2600,3,1500000US150030026003,,,,61,7,33,26,24,17,8,8,4,7,113,48,0,316,128,0,139,512,1500000US150030026003,0,0,0,0,0,0,15
1500000US150030099021,10.0,1,1,1,0.889999985695,25.0,144,1,132.605512884,31.2148964222,4,1500000US150030099021,Block Group 1; Census Tract 99.02; Honolulu County; Hawaii,481,25,121,89,17,41,0,286.0,0,0,0,0,36,0,0,0,0,74,60,94,46,28,0,8,0,38,,27,46,35,22,6,0,15,3,9902,1,1500000US150030099021,,,,27,36,38,0,0,8,40,10,0,0,248,0,30,24,27,0,152,158,1500000US150030099023,0,0,0,0,0,0,9
1500000US150030112014,10.0,1,0,1,0.860000014305,0.0,1,1,4.8340382612,38.5653794607,1,1500000US150030112014,Block Group 4; Census Tract 112.01; Honolulu County; Hawaii,660,18,8,55,100,83,13,490.0,0,0,0,0,64,0,0,0,0,64,25,197,44,0,0,0,0,0,,9,0,0,14,0,16,15,3,11201,4,1500000US150030112014,,,,55,9,0,50,27,17,0,62,16,16,355,34,0,91,0,0,180,89,1500000US150030112013,0,0,0,0,0,0,15
1500000US150030112015,10.0,1,1,1,0.920000016689,0.0,173,1,23.0698240664,37.7081258673,1,1500000US150030112015,Block Group 5; Census Tract 112.01; Honolulu County; Hawaii,1146,55,106,21,172,0,10,,0,13,0,0,0,0,0,0,0,9,61,205,13,58,23,0,12,0,,13,21,36,59,12,8,15,3,11201,5,1500000US150030112015,,,,80,8,30,33,13,28,20,38,15,10,435,0,0,192,0,21,498,66,1500000US150030112015,0,0,0,0,0,0,3
1500000US150030112012,10.0,1,0,1,0.889999985695,0.0,3,1,3.92638539248,36.2235976628,1,1500000US150030112012,Block Group 2; Census Tract 112.01; Honolulu County; Hawaii,723,7,0,52,244,68,8,,0,0,8,0,0,0,0,0,0,0,113,186,0,0,0,0,0,0,,0,0,0,0,52,19,15,3,11201,2,1500000US150030112012,,,,17,0,23,21,41,0,22,59,0,31,534,0,0,53,0,10,126,26,1500000US150030112011,0,0,0,0,0,0,2
1500000US150030039001,12.0,1,1,1,0.920000016689,22.0,17,1,39.7994094432,26.1406326294,1,1500000US150030039001,Block Group 1; Census Tract 39; Honolulu County; Hawaii,343,0,21,8,18,0,0,108.0,0,0,0,0,103,0,0,65,0,88,159,17,19,41,65,20,19,18,,0,0,0,0,7,16,15,3,3900,1,1500000US150030039001,,,,4,0,0,0,0,30,35,14,50,9,107,4,3,160,27,0,42,210,1500000US150030039001,0,0,0,0,154,0,61
1500000US150030036031,6.0,1,0,1,0.289999991655,0.0,3,1,,29.2212562561,1,1500000US150030036031,Block Group 1; Census Tract 36.03; Honolulu County; Hawaii,1159,226,225,269,96,11,19,763.0,0,0,10,0,9,0,0,97,0,290,127,225,70,17,25,118,0,0,,55,21,25,6,22,17,15,3,3603,1,1500000US150030036031,,,,62,87,6,27,7,18,14,0,7,10,59,0,0,895,57,6,142,363,1500000US150030036031,0,0,0,0,0,0,15
1500000US150030036032,6.0,1,0,1,,0.0,1,1,,,1,1500000US150030036032,Block Group 2; Census Tract 36.03; Honolulu County; Hawaii,1786,124,261,578,8,23,0,503.0,0,15,0,0,367,0,0,466,0,252,296,341,221,243,468,97,96,50,,10,57,7,30,49,0,15,3,3603,2,1500000US150030036032,,,,47,11,41,42,16,81,32,97,37,145,162,30,0,1329,143,5,117,1529,1500000US150030036032,0,0,0,0,0,0,0
1500000US150030036041,8.0,1,0,1,0.699999988079,0.0,2,1,3.28077631921,27.5953941345,1,1500000US150030036041,Block Group 1; Census Tract 36.04; Honolulu County; Hawaii,1000,38,301,159,66,4,0,594.0,0,0,0,0,155,0,0,101,0,172,159,197,55,9,305,27,11,0,,69,0,0,0,18,12,15,3,3604,1,1500000US150030036041,,,,13,9,39,35,0,48,12,13,38,135,116,34,12,589,54,0,195,615,1500000US150030036041,151,0,0,151,0,0,7
1500000US150030099023,10.0,1,1,1,0.899999976158,41.0,88,1,10.8462833918,30.9207334518,1,1500000US150030099023,Block Group 3; Census Tract 99.02; Honolulu County; Hawaii,1197,127,59,8,35,0,0,732.0,0,26,0,0,31,0,0,8,0,8,17,214,10,11,40,29,60,12,,50,16,34,24,16,14,15,3,9902,3,1500000US150030099023,,,,27,23,0,20,80,8,32,16,37,9,122,0,0,511,99,0,465,160,1500000US150030099022,0,0,0,0,0,0,0
1500000US150030111062,12.0,1,1,1,0.860000014305,81.0,1,1,18.8397217296,34.5079129083,1,1500000US150030111062,Block Group 2; Census Tract 111.06; Honolulu County; Hawaii,1038,28,109,165,29,0,0,,0,23,31,0,23,0,0,0,0,31,65,201,2,32,1,8,1,0,,66,28,60,39,14,45,15,3,11106,2,1500000US150030111062,,,,35,11,4,23,74,28,16,40,19,26,373,10,0,236,212,0,207,76,1500000US150030111062,0,0,0,0,0,0,3
1500000US150030071001,14.0,2,0,1,0.959999978542,0.0,1,1,1.06336889878,24.1285744985,1,1500000US150030071001,Block Group 1; Census Tract 71; Honolulu County; Hawaii,1600,66,42,31,28,0,10,,11,0,12,0,0,0,0,0,0,1,0,502,0,88,0,117,189,0,,100,97,43,19,0,7,15,3,7100,1,1500000US150030071001,,,,27,9,4,8,1,0,14,0,0,0,1058,97,0,74,0,14,357,1565,1500000US150030071002,0,0,0,0,0,0,0
1500000US150030077013,12.0,1,1,1,0.889999985695,28.0,1,1,21.1765186419,30.1604464395,1,1500000US150030077013,Block Group 3; Census Tract 77.01; Honolulu County; Hawaii,1189,55,42,76,0,39,0,824.0,25,0,0,0,10,0,0,0,0,62,18,258,7,54,126,8,0,13,,89,94,28,10,11,0,15,3,7701,3,1500000US150030077013,,,,19,9,0,16,6,0,5,7,11,26,603,40,13,210,209,14,100,837,1500000US150030077013,0,0,0,0,0,0,0
1500000US150030001102,8.0,1,1,1,0.879999995232,81.0,27,1,42.0042588836,27.4009942373,1,1500000US150030001102,Block Group 2; Census Tract 1.10; Honolulu County; Hawaii,949,108,101,0,0,0,0,678.0,46,0,18,0,0,0,0,0,0,0,2,300,8,29,0,0,18,0,,57,26,10,55,0,7,15,3,110,2,1500000US150030001102,,,,56,0,20,19,0,8,27,30,14,0,366,0,0,370,0,0,213,193,1500000US150030001101,0,0,0,0,0,0,0
1500000US150030052001,9.0,1,1,1,0.910000026226,0.0,5,1,0.90587667663,28.5864782333,1,1500000US150030052001,Block Group 1; Census Tract 52; Honolulu County; Hawaii,767,6,66,34,0,0,19,328.0,85,16,87,0,39,0,0,55,0,121,51,224,19,233,23,7,43,0,,0,54,0,0,23,14,15,3,5200,1,1500000US150030052001,,,,23,18,55,15,0,8,80,8,8,13,63,82,0,501,25,8,88,759,1500000US150030052002,0,0,0,0,0,0,281
1500000US150030051001,2.0,1,0,1,,0.0,1,1,,30.3880443573,1,1500000US150030051001,Block Group 1; Census Tract 51; Honolulu County; Hawaii,1701,604,120,45,45,8,0,1213.0,0,29,0,0,32,0,0,62,0,247,156,391,69,0,0,47,66,0,,0,0,10,0,12,67,15,3,5100,1,1500000US150030051001,,,,64,64,39,48,22,61,36,39,16,0,520,0,0,837,66,0,278,759,1500000US150030051001,0,0,0,0,0,0,0
1500000US150030050002,8.0,1,1,1,0.910000026226,46.0,3,1,,37.3025016785,1,1500000US150030050002,Block Group 2; Census Tract 50; Honolulu County; Hawaii,865,96,102,44,19,0,13,497.0,0,30,0,0,13,0,8,36,0,33,37,237,29,59,28,7,90,0,,0,37,69,1,13,6,15,3,5000,2,1500000US150030050002,,,,0,6,34,46,29,11,50,7,12,6,129,0,0,397,11,0,328,347,1500000US150030050001,0,0,0,0,0,0,5
1500000US150030099024,8.0,1,1,1,0.899999976158,0.0,180,1,27.0536470074,31.4865318934,3,1500000US150030099024,Block Group 4; Census Tract 99.02; Honolulu County; Hawaii,675,54,83,46,28,0,16,376.0,0,10,0,0,0,0,0,7,0,0,7,165,0,0,111,12,8,0,,8,37,0,0,31,13,15,3,9902,4,1500000US150030099024,,,,6,0,6,16,8,34,29,10,0,8,108,0,0,85,227,0,255,282,1500000US150030099024,0,0,0,0,0,0,5
1500000US150030098011,9.0,1,1,1,0.910000026226,81.0,133,1,139.308214494,37.8500542489,2,1500000US150030098011,Block Group 1; Census Tract 98.01; Honolulu County; Hawaii,654,24,31,105,57,0,0,495.0,37,6,87,0,8,0,0,0,0,49,50,115,67,0,0,117,4,0,,17,43,23,44,1,19,15,3,9801,1,1500000US150030098011,,,,1,10,17,4,12,34,28,4,0,7,291,29,23,42,176,19,74,119,1500000US150030098011,0,0,0,0,0,0,1039
1500000US150070406042,10.0,1,1,1,0.959999978542,81.0,353,1,34.1320449544,49.3315343677,4,1500000US150070406042,Block Group 2; Census Tract 406.04; Kauai County; Hawaii,1394,142,224,73,44,0,67,1080.0,10,27,30,0,67,0,0,8,3,108,72,364,29,41,99,77,77,99,,44,38,35,20,10,36,15,7,40604,2,1500000US150070406042,,,,34,22,39,24,14,25,66,13,5,12,438,23,22,327,160,2,422,712,1500000US150070406041,120,0,0,120,0,0,0
1500000US150070409001,11.0,1,1,1,0.959999978542,81.0,240,1,1409.45237598,29.0747191593,2,1500000US150070409001,Block Group 1; Census Tract 409; Kauai County; Hawaii,367,152,3,14,0,16,69,283.0,0,0,0,0,14,0,0,0,0,21,3,114,0,0,0,32,0,0,,4,14,17,0,0,7,15,7,40900,1,1500000US150070409001,,,,0,56,0,30,0,0,5,36,0,0,49,0,0,95,7,42,174,108,1500000US150070409003,15,0,0,15,0,0,18
1500000US150070406032,11.0,1,1,1,0.949999988079,81.0,595,1,10.9355481271,49.2491344077,4,1500000US150070406032,Block Group 2; Census Tract 406.03; Kauai County; Hawaii,2412,212,230,57,58,7,29,1448.0,10,23,82,0,76,0,4,15,0,47,102,531,139,58,21,10,100,0,,41,38,138,47,19,58,15,7,40603,2,1500000US150070406032,,,,64,16,48,36,58,47,40,46,34,33,708,2,0,692,137,122,751,777,1500000US150070406032,0,0,0,0,0,0,0
1500000US150070403022,14.0,1,1,1,0.839999973774,35.0,253,1,135.052647958,42.3779011536,1,1500000US150070403022,Block Group 2; Census Tract 403.02; Kauai County; Hawaii,1017,133,273,0,24,127,62,537.0,0,0,0,0,0,0,0,0,0,0,75,165,105,16,0,0,0,0,,0,31,0,92,0,0,15,7,40302,2,1500000US150070403022,,,,18,0,0,125,0,20,111,29,6,33,136,0,0,569,113,0,199,568,1500000US150070403022,0,0,0,0,0,0,0
1500000US150070401052,12.0,2,1,1,0.600000023842,81.0,657,1,102.26993994,63.5381108071,1,1500000US150070401052,Block Group 2; Census Tract 401.05; Kauai County; Hawaii,2788,326,184,19,0,89,27,2081.0,118,73,85,0,21,0,0,12,0,82,55,620,316,100,76,32,175,30,,65,20,115,37,27,56,15,7,40105,2,1500000US150070401052,,,,82,18,72,57,139,126,66,18,53,24,1655,9,0,595,14,34,481,396,1500000US150070401051,0,0,0,0,0,0,0
1500000US150070405003,8.0,1,1,1,0.819999992847,81.0,421,1,0.702015718375,47.2445581876,1,1500000US150070405003,Block Group 3; Census Tract 405; Kauai County; Hawaii,1616,52,162,17,55,16,14,1120.0,0,17,65,0,79,0,0,51,0,31,89,335,17,17,0,127,0,0,,108,36,70,19,7,0,15,7,40500,3,1500000US150070405003,,,,25,23,13,16,27,15,45,0,18,92,150,0,12,943,72,0,439,160,1500000US150070405002,0,0,0,0,0,0,6
1500000US150070401051,10.0,1,1,1,0.810000002384,81.0,340,1,165.963241723,77.3005854696,1,1500000US150070401051,Block Group 1; Census Tract 401.05; Kauai County; Hawaii,1720,61,108,16,9,11,1,1107.0,0,92,82,0,0,0,0,7,0,64,18,337,214,4,25,203,77,39,,11,39,33,5,57,30,15,7,40105,1,1500000US150070401051,,,,32,0,8,94,7,6,64,40,6,0,1091,21,0,202,29,36,341,360,1500000US150070401052,0,0,0,0,0,0,0
1500000US150070403021,14.0,2,1,1,0.819999992847,80.0,295,1,80.5897358451,41.5023976239,1,1500000US150070403021,Block Group 1; Census Tract 403.02; Kauai County; Hawaii,1446,107,31,21,23,15,0,1023.0,0,0,212,0,6,0,0,6,0,9,79,256,0,0,23,7,62,0,,0,168,17,0,14,6,15,7,40302,1,1500000US150070403021,,,,17,0,27,42,28,69,8,38,9,30,356,0,0,516,4,24,546,494,1500000US150070403021,60,0,0,60,0,0,19
1500000US150070404013,17.0,1,1,1,0.829999983311,81.0,26,1,245.396006305,64.8638013035,2,1500000US150070404013,Block Group 3; Census Tract 404.01; Kauai County; Hawaii,2877,268,21,0,8,0,0,1655.0,10,42,67,16,71,0,0,77,0,37,42,625,111,87,7,62,115,40,,80,42,57,43,15,18,15,7,40401,3,1500000US150070404013,,,,129,44,103,153,25,99,31,125,30,0,572,24,7,1412,154,32,676,405,1500000US150070404013,127,127,0,0,0,0,150
1500000US150070407023,12.0,1,1,1,0.730000019073,81.0,156,1,17.1019328091,28.7177859516,1,1500000US150070407023,Block Group 3; Census Tract 407.02; Kauai County; Hawaii,2255,224,64,37,11,6,0,1610.0,5,9,5,0,82,0,0,27,0,54,35,469,80,78,30,25,39,6,,167,66,111,20,44,11,15,7,40702,3,1500000US150070407023,,,,84,39,38,68,5,28,33,16,26,7,288,9,0,1109,168,0,681,649,1500000US150070407022,0,0,0,0,0,0,0
1500000US150070404012,13.0,1,1,1,0.800000011921,81.0,10,1,27.0335555311,42.8656184605,1,1500000US150070404012,Block Group 2; Census Tract 404.01; Kauai County; Hawaii,2218,37,158,89,197,6,8,1281.0,0,23,80,0,38,0,0,73,0,18,25,500,57,211,0,33,74,86,,136,41,90,28,25,71,15,7,40401,2,1500000US150070404012,,,,97,7,5,40,70,5,18,80,19,18,121,0,0,1386,44,0,667,790,1500000US150070404011,0,0,0,0,0,0,0
1500000US150070407024,10.0,1,1,1,0.930000007153,81.0,233,1,45.2416850011,41.7934821172,1,1500000US150070407024,Block Group 4; Census Tract 407.02; Kauai County; Hawaii,560,29,28,23,14,0,0,377.0,0,0,0,0,0,0,0,0,0,0,34,124,140,5,0,0,0,0,,24,31,31,0,21,0,15,7,40702,4,1500000US150070407024,,,,18,0,31,0,0,12,29,19,0,0,262,15,0,29,20,0,234,200,1500000US150070407023,0,0,0,0,0,0,0
1500000US150070405002,7.0,1,1,1,0.839999973774,81.0,89,1,0.605849174905,45.4819656372,1,1500000US150070405002,Block Group 2; Census Tract 405; Kauai County; Hawaii,1788,155,128,73,52,77,2,1067.0,0,30,0,0,16,0,0,37,0,25,128,441,55,49,247,104,63,0,,0,19,17,15,69,31,15,7,40500,2,1500000US150070405002,,,,49,0,0,58,13,88,0,63,0,50,321,141,0,843,15,57,411,1329,1500000US150070405001,0,0,0,0,0,0,12
1500000US150070404021,10.0,1,1,1,0.839999973774,81.0,47,1,19.3213852721,49.8143233193,1,1500000US150070404021,Block Group 1; Census Tract 404.02; Kauai County; Hawaii,1402,106,65,0,0,0,26,1197.0,0,0,12,0,34,0,0,12,0,55,168,362,60,49,65,56,11,0,,17,39,18,39,55,0,15,7,40402,1,1500000US150070404021,,,,38,25,0,26,73,41,55,27,9,212,474,12,0,589,57,9,261,172,1500000US150070404022,0,0,0,0,0,0,0
